frequency,raw
10451.39,-2.11
10555.91,-1.33
10661.46,-0.73
10768.08,-0.78
10875.76,-1.35
10984.52,-2.17
11094.36,-3.21
11205.31,-4.37
11317.36,-5.43
11430.53,-6.34
11544.84,-7.04
11660.29,-6.93
11776.89,-6.35
11894.66,-5.47
12013.60,-4.46
12133.74,-3.56
12255.08,-2.99
12377.63,-2.75
12501.41,-3.14
12626.42,-3.92
12752.68,-5.01
12880.21,-6.39
13009.01,-7.87
13139.10,-9.18
13270.49,-10.13
13403.20,-10.80
13537.23,-10.96
13672.60,-10.84
13809.33,-10.52
13947.42,-10.05
14086.90,-9.60
14227.77,-9.22
14370.04,-9.21
14513.74,-9.60
14658.88,-10.12
14805.47,-10.68
14953.52,-11.15
15103.06,-11.00
15254.09,-10.31
15406.63,-9.29
15560.70,-7.83
15716.30,-6.21
15873.47,-4.65
16032.20,-3.21
16192.52,-2.13
16354.45,-1.47
16517.99,-1.35
16683.17,-1.85
16850.01,-2.69
17018.51,-3.84
17188.69,-5.24
17360.58,-6.62
17534.18,-7.78
17709.53,-8.64
17886.62,-8.85
18065.49,-8.77
18246.14,-8.54
18428.60,-8.39
18612.89,-8.40
18799.02,-9.11
18987.01,-10.57
19176.88,-12.80
19368.65,-15.74
19562.33,-18.71
19757.96,-21.58
19955.54,-24.15
